C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_17_978.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_17_978.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_17_978.jpg, 0, 0, 0, 7.792576E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_080.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_080.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_080.jpg, 0, 0, 0, 7.874311E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_182.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_182.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_182.jpg, 0, 0, 0, 7.87692E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_282.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_282.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_282.jpg, 0, 0, 0, 7.784897E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_383.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_383.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_383.jpg, 0, 0, 0, 7.838861E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_483.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_483.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_483.jpg, 0, 0, 0, 7.819234E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_586.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_586.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_586.jpg, 0, 0, 0, 7.796946E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_689.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_689.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_689.jpg, 0, 0, 0, 7.988151E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_792.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_792.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_792.jpg, 0, 0, 0, 7.955441E-05
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_893.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_893.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_893.jpg, 0, 0.292743, 0, 0.199911
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_18_995.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_18_995.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_18_995.jpg, 0, 0.5900297, 0, 0.6828619
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_095.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_095.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_095.jpg, 0, 0.8914118, 0, 1.586653
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_198.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_198.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_198.jpg, 0, 1, 0, 2.697843
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_299.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_299.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_299.jpg, -0.1301802, 1, 0, 3.867595
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_399.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_399.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_399.jpg, -0.1285062, 1, 0, 5.027217
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_501.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_501.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_501.jpg, 0, 1, 0, 6.180345
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_604.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_604.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_604.jpg, -0.0701124, 1, 0, 7.324105
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_706.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_706.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_706.jpg, -0.3464682, 1, 0, 8.426955
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_808.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_808.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_808.jpg, 0, 1, 0, 9.769394
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_19_911.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_19_911.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_19_911.jpg, -0.2981682, 1, 0, 10.86256
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_013.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_013.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_013.jpg, -0.1070961, 1, 0, 12.07045
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_115.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_115.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_115.jpg, -0.2132463, 1, 0, 12.90081
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_216.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_216.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_216.jpg, -0.2901294, 1, 0, 14.15552
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_318.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_318.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_318.jpg, 0, 1, 0, 15.04879
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_420.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_420.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_420.jpg, -0.2943462, 1, 0, 16.26744
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_522.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_522.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_522.jpg, -0.0008447804, 1, 0, 17.09708
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_624.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_624.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_624.jpg, -0.2560377, 1, 0, 18.32051
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_727.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_727.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_727.jpg, -0.6163965, 1, 0, 19.35749
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_838.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_838.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_838.jpg, -0.2883981, 1, 0, 20.24751
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_20_941.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_20_941.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_20_941.jpg, -0.2774355, 1, 0, 21.34489
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_21_042.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_21_042.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_21_042.jpg, 0, 1, 0, 22.28288
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_21_144.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_21_144.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_21_144.jpg, -0.1711173, 1, 0, 23.29308
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_21_246.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_21_246.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_21_246.jpg, 0, 1, 0, 24.25329
C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\center_2023_05_01_20_09_21_349.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\left_2023_05_01_20_09_21_349.jpg, C:\Users\ghorb\OneDrive\Desktop\track_data\IMG\right_2023_05_01_20_09_21_349.jpg, 0, 1, 0, 25.41031
